"TIME","GEO","SEX","ISCED11","AGE","UNIT","Value"
"2019","Spain","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","25.3"
"2019","Spain","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","35.1"
"2019","France","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","23.4"
"2019","France","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","76.6"
"2019","France","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.9"
"2019","France","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","33.7"
"2019","Croatia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","18.1"
"2019","Croatia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","81.9"
"2019","Croatia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","59.9"
"2019","Croatia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","22.0"
"2019","Italy","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","39.8"
"2019","Italy","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","60.2"
"2019","Italy","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.8"
"2019","Italy","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","17.4"
"2019","Cyprus","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","21.5"
"2019","Cyprus","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","78.5"
"2019","Cyprus","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","38.5"
"2019","Cyprus","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","40.0"
"2019","Latvia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","14.9"
"2019","Latvia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","85.1"
"2019","Latvia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","53.8"
"2019","Latvia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","31.4"
"2019","Lithuania","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","11.1"
"2019","Lithuania","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","88.9"
"2019","Lithuania","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","51.0"
"2019","Lithuania","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","37.9"
"2019","Luxembourg","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","26.7"
"2019","Luxembourg","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","73.3"
"2019","Luxembourg","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","32.3"
"2019","Luxembourg","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","41.0"
"2019","Hungary","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","20.0"
"2019","Hungary","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","80.0"
"2019","Hungary","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.6"
"2019","Hungary","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","22.5"
"2019","Malta","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","41.3"
"2019","Malta","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","58.7"
"2019","Malta","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","32.1"
"2019","Malta","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","26.7"
"2019","Netherlands","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","25.5"
"2019","Netherlands","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","74.5"
"2019","Netherlands","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","39.7"
"2019","Netherlands","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","34.8"
"2019","Austria","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","18.7"
"2019","Austria","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","81.3"
"2019","Austria","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","50.2"
"2019","Austria","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","31.1"
"2019","Poland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","13.3"
"2019","Poland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","86.7"
"2019","Poland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","58.5"
"2019","Poland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","28.2"
"2019","Portugal","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","47.6"
"2019","Portugal","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","52.4"
"2019","Portugal","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","28.7"
"2019","Portugal","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","23.8"
"2019","Romania","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","25.1"
"2019","Romania","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","74.9"
"2019","Romania","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","58.9"
"2019","Romania","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","16.0"
"2019","Slovenia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","15.8"
"2019","Slovenia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","84.2"
"2019","Slovenia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","54.9"
"2019","Slovenia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","29.3"
"2019","Slovakia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","14.5"
"2019","Slovakia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","85.5"
"2019","Slovakia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","62.3"
"2019","Slovakia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","23.1"
"2019","Finland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","16.9"
"2019","Finland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","83.1"
"2019","Finland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","44.6"
"2019","Finland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","38.5"
"2019","Sweden","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","20.8"
"2019","Sweden","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","79.2"
"2019","Sweden","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","41.5"
"2019","Sweden","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","37.8"
"2019","Iceland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","27.6"
"2019","Iceland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","72.4"
"2019","Iceland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","34.6"
"2019","Iceland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","37.7"
"2019","Norway","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","23.7"
"2019","Norway","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","76.3"
"2019","Norway","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","38.6"
"2019","Norway","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","37.7"
"2019","Switzerland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","16.5"
"2019","Switzerland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","83.5"
"2019","Switzerland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","44.9"
"2019","Switzerland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","38.6"
"2019","United Kingdom","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","19.1"
"2019","United Kingdom","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","80.9"
"2019","United Kingdom","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","40.2"
"2019","United Kingdom","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","40.6"
"2019","Montenegro","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","17.4"
"2019","Montenegro","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","82.6"
"2019","Montenegro","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","60.7"
